100,100,0,shuffle,2350
100,125,0,shuffle,2316
100,158,0,shuffle,2376
100,199,0,shuffle,2431
100,251,0,shuffle,2557
100,316,0,shuffle,2638
100,398,0,shuffle,2745
100,501,0,shuffle,2914
100,630,0,shuffle,3186
100,794,0,shuffle,3462
100,1000,0,shuffle,3856
100,1258,0,shuffle,4414
100,1584,0,shuffle,4857
100,1995,0,shuffle,5594
100,2511,0,shuffle,6556
100,3162,0,shuffle,7676
100,3981,0,shuffle,9146
10000,10000,0,shuffle,196
10000,12589,0,shuffle,246
10000,15848,0,shuffle,314
10000,19952,0,shuffle,390
10000,25118,0,shuffle,477
10000,31622,0,shuffle,602
10000,39810,0,shuffle,749
10000,50118,0,shuffle,942
10000,63095,0,shuffle,1165
10000,79432,0,shuffle,1485
10000,100000,0,shuffle,1873
10000,125892,0,shuffle,2323
10000,158489,0,shuffle,3026
10000,199526,0,shuffle,3716
10000,251188,0,shuffle,4758
10000,316227,0,shuffle,5962
10000,398107,0,shuffle,7529
10000,501187,0,shuffle,9432
1000000,1000000,0,shuffle,234
1000000,1258925,0,shuffle,282
1000000,1584893,0,shuffle,351
1000000,1995262,0,shuffle,443
1000000,2511886,0,shuffle,614
1000000,3162277,0,shuffle,844
1000000,3981071,0,shuffle,1213
1000000,5011872,0,shuffle,1748
1000000,6309573,0,shuffle,2432
1000000,7943282,0,shuffle,3194
1000000,10000000,0,shuffle,4255
1000000,12589254,0,shuffle,5780
1000000,15848931,0,shuffle,7382
1000000,19952623,0,shuffle,9699
100,100,0,select,2281
100,125,0,select,2305
100,158,0,select,2289
100,199,0,select,2290
100,251,0,select,2301
100,316,0,select,2332
100,398,0,select,2334
100,501,0,select,2353
100,630,0,select,2374
100,794,0,select,2404
100,1000,0,select,2453
100,1258,0,select,2499
100,1584,0,select,2547
100,1995,0,select,2636
100,2511,0,select,2720
100,3162,0,select,2847
100,3981,0,select,3002
100,5011,0,select,3216
100,6309,0,select,3452
100,7943,0,select,3742
100,10000,0,select,4119
100,12589,0,select,4637
100,15848,0,select,5296
100,19952,0,select,6107
100,25118,0,select,7475
100,31622,0,select,8783
100,39810,0,select,10414
10000,10000,0,select,214
10000,12589,0,select,214
10000,15848,0,select,221
10000,19952,0,select,228
10000,25118,0,select,242
10000,31622,0,select,253
10000,39810,0,select,275
10000,50118,0,select,290
10000,63095,0,select,326
10000,79432,0,select,351
10000,100000,0,select,397
10000,125892,0,select,456
10000,158489,0,select,626
10000,199526,0,select,735
10000,251188,0,select,885
10000,316227,0,select,1058
10000,398107,0,select,1279
10000,501187,0,select,1584
10000,630957,0,select,1913
10000,794328,0,select,2372
10000,1000000,0,select,2936
10000,1258925,0,select,3608
10000,1584893,0,select,4543
10000,1995262,0,select,5713
10000,2511886,0,select,7422
10000,3162277,0,select,9314
1000000,1000000,0,select,205
1000000,1258925,0,select,232
1000000,1584893,0,select,253
1000000,1995262,0,select,308
1000000,2511886,0,select,388
1000000,3162277,0,select,465
1000000,3981071,0,select,531
1000000,5011872,0,select,592
1000000,6309573,0,select,651
1000000,7943282,0,select,716
1000000,10000000,0,select,780
1000000,12589254,0,select,875
1000000,15848931,0,select,995
1000000,19952623,0,select,1094
1000000,25118864,0,select,1264
1000000,31622776,0,select,1436
1000000,39810717,0,select,1690
1000000,50118723,0,select,2004
1000000,63095734,0,select,2488
1000000,79432823,0,select,2995
1000000,100000000,0,select,3534
1000000,125892541,0,select,4206
1000000,158489319,0,select,5551
1000000,199526231,0,select,6411
1000000,251188643,0,select,7926
1000000,316227766,0,select,9966
